"customer_id","age","TechSupport"
"V249949",77,"Yes"
"E172755",75,"No"
"C359732",24,"No"
"E262279",45,"No"
"D88462",54,"Yes"
"U308163",25,"No"
"J947508",23,"No"
"S528281",46,"No"
"E678852",85,"Yes"
"I86158",35,"No"
"P153763",34,"Yes"
"D555568",82,"No"
"G460115",75,"Yes"
"V603783",69,"Yes"
"N960360",70,"Yes"
"A327397",63,"No"
"K191922",68,"No"
"B290057",63,"No"
"A106835",55,"No"
"H114965",45,"Yes"
"C93992",30,"No"
"I665838",35,"Yes"
"R492326",32,"Yes"
"Z512046",39,"Yes"
"M233671",68,"Yes"
"Q64947",77,"No"
"J66174",87,"No"
"W166219",33,"Yes"
"F122731",60,"Yes"
"U176935",30,"Yes"
"H368014",35,"No"
"C306117",22,"Yes"
"X867518",70,"No"
"K845651",19,"Yes"
"C360329",41,"Yes"
"F988047",65,"No"
"X784647",78,"No"
"X947701",57,"Yes"
"C533910",74,"No"
"M856171",21,"No"
"A295954",75,"No"
"E672215",40,"No"
"D901761",26,"No"
"K402892",77,"No"
"O178098",61,"No"
"C966412",58,"Yes"
"S38895",54,"Yes"
"V197580",60,"No"
"D332841",45,"Yes"
"K390115",23,"No"
"J69720",45,"Yes"
"N496180",85,"Yes"
"L113799",57,"No"
"B518186",51,"No"
"F518801",66,"No"
"P401786",27,"No"
"W143356",25,"Yes"
"H911954",48,"No"
"P82876",89,"No"
"I422144",30,"No"
"S112154",77,"No"
"F958984",46,"No"
"U173150",65,"No"
"U955654",31,"No"
"V664719",43,"Yes"
"U00174",40,"Yes"
"S800636",28,"No"
"I354535",41,"Yes"
"H719093",43,"No"
"M244558",36,"No"
"U271265",86,"Yes"
"V554560",76,"Yes"
"C384023",25,"Yes"
"L732093",23,"No"
"E47652",67,"No"
"X784173",25,"Yes"
"Q649581",24,"No"
"I84671",80,"Yes"
"T355395",56,"No"
"G605184",20,"Yes"
"D995873",62,"Yes"
"M841756",57,"Yes"
"M989048",19,"No"
"T750530",54,"No"
"N810011",71,"No"
"T156538",42,"Yes"
"Y690438",20,"Yes"
"Z812383",31,"Yes"
"O156880",60,"No"
"L680236",82,"No"
"P142472",31,"Yes"
"U243994",57,"No"
"T789081",65,"Yes"
"J857569",54,"Yes"
"N979670",82,"No"
"E760180",66,"No"
"B483116",29,"Yes"
"Q291298",23,"No"
"U407326",75,"No"
"I642753",49,"Yes"
"G627048",80,"No"
"P584359",61,"No"
"M913115",20,"No"
"E74599",73,"No"
"P263005",79,"Yes"
"S703204",42,"Yes"
"Y84463",23,"No"
"L226305",78,"No"
"I929408",38,"No"
"I86147",80,"No"
"O246994",44,"No"
"V134244",50,"No"
"X978138",78,"Yes"
"E576261",24,"Yes"
"G944076",46,"No"
"X460286",56,"No"
"D217513",58,"No"
"G551745",77,"Yes"
"O12840",30,"Yes"
"V228516",47,"Yes"
"O467624",78,"No"
"L139786",86,"No"
"H978429",56,"No"
"A546615",70,"No"
"R974706",47,"No"
"N823455",27,"No"
"G451927",56,"No"
"L295115",35,"No"
"C924454",23,"Yes"
"P228431",53,"Yes"
"Y581185",18,"Yes"
"U460441",28,"No"
"U783014",34,"Yes"
"Q875708",56,"No"
"I818374",87,"Yes"
"H978832",28,"No"
"P433050",50,"Yes"
"V507469",59,"Yes"
"L406991",28,"Yes"
"N704991",66,"No"
"L294826",80,"No"
"C761863",22,"Yes"
"J234948",69,"Yes"
"N59942",19,"No"
"G367803",29,"No"
"I529279",67,"No"
"D62748",19,"Yes"
"F376729",29,"No"
"A357267",80,"Yes"
"G324107",32,"No"
"L97798",26,"No"
"B655777",38,"Yes"
"M438418",87,"Yes"
"F914859",48,"Yes"
"I98721",42,"No"
"S237899",18,"No"
"U828465",42,"Yes"
"Q366127",35,"Yes"
"D105234",28,"No"
"P212521",64,"Yes"
"O04397",82,"Yes"
"T697778",60,"No"
"A169002",50,"No"
"J751606",73,"No"
"N28335",41,"No"
"E101429",72,"No"
"I873687",30,"Yes"
"O431640",69,"Yes"
"R284006",88,"No"
"K545983",85,"No"
"F269252",75,"Yes"
"T482163",60,"No"
"Y497571",72,"No"
"Q983001",39,"No"
"K969763",32,"Yes"
"Q441224",57,"No"
"M492002",24,"No"
"O843903",22,"No"
"W571989",48,"No"
"X470641",40,"Yes"
"D949368",56,"No"
"J995473",85,"No"
"G527970",35,"No"
"K189437",20,"No"
"T691939",49,"Yes"
"V164385",52,"Yes"
"L151624",31,"No"
"O554244",71,"Yes"
"J671867",80,"No"
"M606037",41,"No"
"E715967",59,"Yes"
"Z264704",66,"No"
"C793481",85,"No"
"E66600",45,"No"
"N220947",47,"No"
"P730715",70,"No"
"M613995",45,"Yes"
"H676214",62,"Yes"
"R359792",89,"No"
"B18063",84,"No"
"Y943121",69,"No"
"C305571",74,"Yes"
"S775727",64,"Yes"
"I257803",30,"Yes"
"A695130",20,"No"
"R462414",81,"No"
"S242586",83,"No"
"Z184886",73,"No"
"R290249",38,"No"
"T679323",82,"Yes"
"Q734676",63,"Yes"
"A758129",24,"Yes"
"U328101",33,"No"
"S524938",50,"No"
"P986012",38,"No"
"D504035",45,"No"
"S150511",22,"No"
"E473040",20,"No"
"C812291",38,"Yes"
"B680094",72,"No"
"N724112",75,"No"
"P865655",33,"No"
"M876427",42,"Yes"
"G538504",68,"Yes"
"Z174876",55,"No"
"V113628",21,"No"
"A488962",62,"Yes"
"D336318",82,"No"
"F251167",48,"Yes"
"F843369",73,"No"
"L165090",84,"No"
"T994784",29,"Yes"
"I534222",24,"No"
"X88676",77,"No"
"E572839",84,"Yes"
"L690894",42,"No"
"K76164",44,"Yes"
"R54030",59,"Yes"
"O667890",29,"No"
"E184998",63,"No"
"U592707",40,"No"
"F444091",45,"No"
"I984061",65,"No"
"K155403",32,"No"
"W353625",68,"No"
"P222819",19,"Yes"
"Q420912",27,"No"
"R893008",85,"No"
"P513067",45,"No"
"G678901",57,"No"
"T273384",40,"Yes"
"K421794",64,"No"
"I100591",44,"No"
"V491724",40,"No"
"O385010",33,"Yes"
"L684749",51,"Yes"
"M691219",43,"No"
"A199560",31,"No"
"J131977",49,"No"
"S740983",44,"Yes"
"L772835",71,"No"
"A696580",43,"No"
"X136619",63,"No"
"C991909",21,"Yes"
"D93867",89,"Yes"
"P00575",88,"Yes"
"S582524",56,"Yes"
"J460770",63,"Yes"
"O864643",82,"Yes"
"R726035",22,"Yes"
"Z723082",51,"No"
"E391117",19,"No"
"G631493",53,"No"
"L386634",58,"No"
"F769164",69,"No"
"Y401519",44,"Yes"
"P377979",46,"Yes"
"X660416",26,"No"
"Q91207",43,"No"
"C503358",52,"No"
"T618453",75,"No"
"I101991",52,"No"
"N164335",28,"No"
"J752461",54,"No"
"O142235",22,"No"
"F790515",20,"No"
"Z392922",86,"No"
"P976608",88,"No"
"J586278",37,"No"
"F434625",60,"Yes"
"M100162",54,"Yes"
"H604389",20,"Yes"
"R685505",47,"No"
"T230963",47,"No"
"B514157",43,"No"
"H545752",31,"Yes"
"V922935",29,"Yes"
"X336307",26,"Yes"
"C92877",31,"No"
"Y700584",45,"Yes"
"N682283",60,"Yes"
"P609333",22,"Yes"
"H634606",40,"No"
"U422627",56,"Yes"
"F969613",38,"No"
"E383758",67,"No"
"T783228",52,"No"
"A25662",60,"No"
"P310809",18,"Yes"
"X100642",43,"Yes"
"K573794",61,"Yes"
"G642581",70,"No"
"Y669083",60,"Yes"
"R299073",26,"No"
"V92166",31,"No"
"A163731",50,"No"
"H42526",59,"No"
"V285978",47,"No"
"Q768350",71,"No"
"A642624",61,"No"
"D402096",45,"Yes"
"R726654",22,"Yes"
"Q985270",82,"Yes"
"B225668",48,"Yes"
"K583807",73,"No"
"V491453",32,"No"
"L305859",73,"No"
"P938583",84,"Yes"
"Z171654",32,"No"
"S386451",72,"No"
"H624630",58,"No"
"Z514880",59,"No"
"A477404",39,"Yes"
"G670980",77,"No"
"R211232",85,"No"
"M836207",37,"No"
"Y411344",84,"No"
"R15145",78,"Yes"
"K424811",89,"No"
"K737582",61,"Yes"
"F347885",38,"No"
"M119218",36,"No"
"F595747",85,"No"
"H683825",23,"No"
"V949643",53,"No"
"C26175",19,"Yes"
"W504338",32,"Yes"
"J875361",57,"No"
"V625954",23,"No"
"J961713",64,"No"
"Y723052",62,"No"
"Y319947",20,"No"
"U300358",43,"Yes"
"B724894",77,"No"
"Q756941",75,"No"
"W187424",47,"Yes"
"F362803",26,"No"
"S199408",80,"Yes"
"J58007",74,"No"
"H179945",80,"No"
"B982853",19,"No"
"Z219421",69,"No"
"S541999",31,"Yes"
"L612765",24,"No"
"X817518",40,"Yes"
"Z825583",68,"No"
"X997255",85,"Yes"
"E466387",64,"Yes"
"V471727",89,"Yes"
"G364202",53,"No"
"F107388",28,"No"
"I951271",25,"No"
"E182638",24,"No"
"K732032",81,"Yes"
"S477204",28,"No"
"T276313",29,"No"
"B786773",22,"Yes"
"Z280589",42,"No"
"A710226",86,"No"
"G503874",63,"No"
"E708599",44,"No"
"M407052",80,"No"
"Z766188",23,"No"
"N686007",58,"Yes"
"G763971",74,"Yes"
"Z56850",80,"Yes"
"W364385",35,"Yes"
"R518278",53,"No"
"Q922652",27,"Yes"
"S954102",18,"Yes"
"U308656",85,"Yes"
"B341496",39,"Yes"
"L303723",36,"Yes"
"F681575",53,"No"
"V403958",89,"Yes"
"M245526",78,"No"
"J607278",35,"No"
"H400324",69,"No"
"V25084",57,"Yes"
"R06305",44,"No"
"P99969",19,"No"
"L204813",19,"Yes"
"C816866",21,"Yes"
"F283929",31,"Yes"
"L901863",82,"No"
"J572963",40,"No"
"E72263",67,"No"
"H759983",27,"No"
"M737953",70,"No"
"G991474",41,"No"
"L192659",33,"No"
"A443954",32,"No"
"Y154300",66,"Yes"
"K641782",52,"Yes"
"M505731",67,"Yes"
"C517624",46,"Yes"
"D189112",38,"Yes"
"R565040",58,"Yes"
"Q378136",68,"Yes"
"Z867528",79,"Yes"
"B263360",71,"Yes"
"P178640",37,"Yes"
"T839003",62,"Yes"
"W608378",66,"No"
"Q608280",41,"No"
"Z256378",32,"No"
"P198498",74,"No"
"D296869",53,"No"
"F836680",58,"No"
"N864363",40,"No"
"O140921",74,"No"
"K202134",56,"Yes"
"I473929",56,"Yes"
"N538607",88,"No"
"L312068",75,"No"
"F537544",40,"No"
"L568891",37,"No"
"R867905",71,"Yes"
"K583451",25,"No"
"L602086",47,"No"
"J458411",28,"No"
"I809998",22,"Yes"
"B239150",57,"No"
"T100507",30,"No"
"O909186",41,"Yes"
"I442489",70,"No"
"W564959",70,"No"
"Z105647",79,"No"
"P814149",45,"Yes"
"L129473",84,"Yes"
"V551292",64,"No"
"I585452",72,"Yes"
"P365570",76,"No"
"V570979",38,"Yes"
"U929313",57,"Yes"
"P358529",52,"Yes"
"J871670",66,"No"
"K428032",50,"Yes"
"Z647424",58,"No"
"C607550",85,"No"
"T589286",80,"No"
"W763622",40,"Yes"
"A178778",50,"Yes"
"H870936",32,"Yes"
"U236179",68,"No"
"Q147103",33,"No"
"U773599",30,"No"
"V908559",81,"No"
"X508400",57,"Yes"
"U219951",47,"No"
"N197300",85,"Yes"
"A708086",70,"Yes"
"O904097",41,"No"
"M404814",65,"Yes"
"Z89704",19,"No"
"V739636",63,"No"
"Z92958",57,"Yes"
"T83491",53,"Yes"
"Z41428",58,"Yes"
"E964588",89,"No"
"E41379",28,"No"
"L917070",41,"No"
"J476962",21,"No"
"C789269",53,"No"
"V677446",23,"Yes"
"B641384",81,"Yes"
"J966544",26,"No"
"N231414",73,"Yes"
"C540743",83,"Yes"
"G72948",63,"No"
"H409478",63,"No"
"D76513",42,"Yes"
"I489435",89,"Yes"
"R305714",31,"Yes"
"W177848",51,"Yes"
"R19086",69,"No"
"K25529",84,"Yes"
"F977509",80,"No"
"W332546",56,"No"
"Q605434",45,"No"
"L725689",85,"Yes"
"B250151",78,"Yes"
"G953447",27,"Yes"
"S295367",20,"Yes"
"H97664",75,"No"
"N502032",26,"Yes"
"Z975588",89,"No"
"D120097",29,"Yes"
"X228474",27,"No"
"P994086",82,"Yes"
"J322079",71,"Yes"
"N76486",40,"No"
"H790658",87,"Yes"
"J280974",19,"No"
"T998854",33,"No"
"K340946",60,"Yes"
"P768995",42,"Yes"
"U180646",23,"Yes"
"N955095",83,"Yes"
"O928783",65,"No"
"B270288",26,"No"
"P975854",84,"Yes"
"M224623",52,"No"
"G441045",29,"Yes"
"S904300",63,"Yes"
"K256847",81,"Yes"
"E699075",67,"No"
"W155754",80,"Yes"
"X797153",75,"No"
"Q163995",76,"No"
"P304986",39,"No"
"K570116",60,"Yes"
"F904069",89,"Yes"
"X389757",79,"Yes"
"B360850",63,"Yes"
"H251472",57,"Yes"
"K936432",22,"No"
"A292290",47,"Yes"
"G444516",41,"No"
"E37647",59,"No"
"B708960",68,"Yes"
"K207956",63,"No"
"Y873220",40,"No"
"I466876",47,"Yes"
"W868599",25,"No"
"H781916",61,"No"
"X225897",45,"Yes"
"X603267",83,"Yes"
"C749771",59,"No"
"M781717",70,"No"
"M986659",24,"Yes"
"J809094",60,"Yes"
"K60043",38,"No"
"C468489",68,"No"
"F531124",37,"No"
"D754301",79,"No"
"H483940",81,"Yes"
"Z708697",89,"No"
"W70203",78,"Yes"
"P879204",66,"No"
"L438935",78,"Yes"
"N93074",62,"Yes"
"P356338",22,"No"
"M778794",57,"No"
"I392175",77,"No"
"I759582",54,"Yes"
"P820780",43,"Yes"
"S206075",85,"Yes"
"M905762",75,"Yes"
"B717178",51,"No"
"R926461",31,"No"
"R240894",70,"No"
"B82919",60,"No"
"X985013",34,"Yes"
"J627058",27,"No"
"A609986",60,"No"
"H551955",45,"No"
"Y847136",21,"No"
"V631811",76,"No"
"X536194",71,"No"
"R610483",46,"No"
"I280791",31,"No"
"O53194",57,"No"
"E362042",75,"No"
"B681069",85,"No"
"I503010",34,"No"
"K601905",52,"No"
"L780882",79,"No"
"F585888",79,"Yes"
"H465886",25,"No"
"I212572",61,"No"
"C505943",75,"No"
"B528021",32,"No"
"Z793842",35,"No"
"I554872",62,"No"
"P128852",39,"Yes"
"M219501",24,"No"
"J944618",20,"Yes"
"K583426",78,"Yes"
"S642768",30,"No"
"Z763537",87,"Yes"
"M133607",39,"Yes"
"W76223",64,"No"
"O84683",34,"No"
"H626146",40,"No"
"I486808",61,"Yes"
"Z141456",79,"Yes"
"O735785",25,"Yes"
"L599775",81,"No"
"D995911",85,"No"
"S895247",69,"Yes"
"X733965",60,"Yes"
"A919620",19,"Yes"
"D578489",64,"No"
"H916308",28,"No"
"B113838",80,"Yes"
"Z265529",55,"No"
"U136415",33,"Yes"
"C120688",74,"No"
"G651788",34,"No"
"C504568",70,"No"
"D728533",40,"No"
"A127324",81,"Yes"
"O284332",45,"No"
"C834935",50,"No"
"E273995",34,"No"
"I123452",50,"No"
"O212620",87,"No"
"E323139",54,"Yes"
"J397165",26,"Yes"
"Q785217",71,"Yes"
"P349597",87,"No"
"T972317",73,"Yes"
"J268204",69,"No"
"C677416",70,"No"
"U207712",22,"Yes"
"W933344",49,"Yes"
"E134219",28,"No"
"I388298",79,"No"
"X425987",46,"No"
"J368153",51,"No"
"B368985",76,"No"
"N262165",75,"Yes"
"Q359482",80,"Yes"
"V499414",51,"Yes"
"I87541",71,"No"
"L559398",73,"No"
"L371305",66,"Yes"
"T161115",78,"Yes"
"C279290",47,"No"
"M267477",85,"Yes"
"T31369",52,"Yes"
"Z353889",29,"No"
"H710205",49,"Yes"
"L387243",49,"Yes"
"S62594",37,"No"
"P914552",70,"No"
"V315176",39,"No"
"Q221326",47,"No"
"U859222",59,"Yes"
"R536449",73,"No"
"I239753",78,"Yes"
"L708602",87,"No"
"T549865",43,"Yes"
"V506373",41,"No"
"Y89363",37,"No"
"A313674",89,"No"
"A118391",24,"No"
"G302426",50,"Yes"
"P164452",78,"Yes"
"F531400",18,"No"
"S879827",27,"Yes"
"U472120",58,"Yes"
"T729357",39,"No"
"A132981",87,"No"
"Z703146",67,"Yes"
"K792745",72,"No"
"C678911",44,"Yes"
"E137862",64,"No"
"G650313",76,"No"
"P899179",48,"No"
"N683208",46,"Yes"
"K970487",59,"No"
"X860092",53,"No"
"D377681",51,"Yes"
"W666781",38,"Yes"
"D151650",22,"Yes"
"M716527",45,"Yes"
"E54750",67,"No"
"W683622",71,"Yes"
"N796511",36,"No"
"S411424",83,"Yes"
"E874108",78,"Yes"
"L574611",74,"No"
"A787794",89,"Yes"
"S146198",77,"No"
"F673514",88,"No"
"R863246",58,"No"
"L864050",79,"No"
"I445597",45,"No"
"Y430845",88,"Yes"
"F516719",60,"Yes"
"N136593",72,"Yes"
"D861252",50,"No"
"M853509",59,"No"
"D843552",88,"No"
"P961504",21,"Yes"
"A457009",63,"Yes"
"C68339",41,"No"
"C142453",80,"No"
"E332398",34,"Yes"
"X693531",62,"Yes"
"V571379",19,"No"
"L435243",45,"Yes"
"O651128",85,"No"
"A432414",39,"No"
"W701345",59,"No"
"R593691",23,"Yes"
"K243842",18,"No"
"L315508",35,"No"
"W925936",79,"No"
"A263401",77,"No"
"P96900",38,"Yes"
"T75528",24,"No"
"Z949431",26,"No"
"A972815",54,"No"
"O979346",48,"Yes"
"C385943",69,"No"
"N452057",87,"No"
"I969152",23,"No"
"R339976",21,"No"
"R918917",73,"Yes"
"U207706",48,"No"
"A367660",39,"Yes"
"M639861",53,"No"
"Z241905",34,"Yes"
"W128349",18,"Yes"
"R132582",86,"No"
"A384618",81,"No"
"T814173",45,"Yes"
"H251318",61,"Yes"
"C852951",56,"No"
"F666864",72,"No"
"S189197",78,"No"
"Q275471",85,"No"
"L339318",27,"Yes"
"N572936",42,"Yes"
"M244914",21,"No"
"Q482787",24,"No"
"J139961",54,"Yes"
"B169359",61,"Yes"
"M404332",39,"Yes"
"H339217",78,"No"
"S472625",36,"No"
"S352716",43,"No"
"K833093",77,"Yes"
"E324070",89,"No"
"Q890961",83,"Yes"
"L740934",66,"No"
"V310965",22,"No"
"F758869",38,"Yes"
"D970501",53,"No"
"U997168",35,"No"
"V423542",89,"No"
"A213804",41,"No"
"I251400",38,"No"
"H399454",22,"Yes"
"H634047",25,"No"
"Z578102",61,"No"
"U135613",19,"No"
"H575679",41,"Yes"
"C667596",41,"No"
"Z129369",44,"Yes"
"O753379",88,"No"
"U429147",84,"No"
"L212613",53,"Yes"
"X130775",63,"No"
"L306709",70,"No"
"R310574",56,"No"
"R850000",72,"No"
"F765325",86,"No"
"P925816",48,"Yes"
"O466793",25,"No"
"G795070",56,"No"
"E890386",85,"Yes"
"F869236",46,"No"
"Y753053",80,"No"
"O230445",22,"No"
"O122056",68,"Yes"
"A525629",86,"No"
"X446895",22,"Yes"
"H66365",75,"No"
"Z659653",32,"Yes"
"J450763",48,"Yes"
"M258307",67,"Yes"
"L27213",23,"Yes"
"W410295",65,"No"
"W193877",46,"No"
"Y990932",67,"Yes"
"U391523",75,"No"
"U367869",20,"Yes"
"D831335",58,"No"
"J168263",68,"Yes"
"X196120",63,"No"
"N958016",53,"No"
"Q825819",28,"No"
"D458687",34,"No"
"T65197",37,"Yes"
"L937805",39,"No"
"S281186",57,"No"
"T718168",23,"No"
"G799648",56,"No"
"G745212",88,"No"
"G121569",54,"Yes"
"H974723",61,"No"
"U432834",71,"Yes"
"K700875",72,"Yes"
"V306665",65,"No"
"G44432",40,"No"
"I907492",83,"No"
"R361159",88,"Yes"
"F520698",48,"No"
"J511617",33,"No"
"B133945",37,"Yes"
"J949772",70,"No"
"S951933",31,"No"
"V136458",31,"No"
"N140958",55,"No"
"J154409",80,"No"
"Q122695",76,"No"
"W837004",28,"No"
"D721433",27,"Yes"
"D604034",77,"No"
"X487182",52,"Yes"
"H840567",49,"No"
"B593910",20,"No"
"V492124",41,"No"
"B506027",53,"Yes"
"Y266994",48,"Yes"
"I510751",53,"No"
"B369234",82,"Yes"
"Q252222",79,"No"
"F44875",66,"Yes"
"Y543283",18,"No"
"G248257",72,"No"
"W355571",52,"No"
"X989153",76,"Yes"
"N767421",49,"Yes"
"I646532",47,"No"
"F303016",76,"Yes"
"S437736",23,"No"
"A170090",68,"Yes"
"H685776",38,"Yes"
"P420352",89,"No"
"X293202",73,"Yes"
"P387565",33,"No"
"B609039",69,"Yes"
"Y874309",24,"No"
"A448006",78,"No"
"C250962",77,"No"
"P987255",28,"No"
"M704449",26,"No"
"Z648344",59,"No"
"G885667",24,"No"
"Y832314",71,"Yes"
"P869138",65,"No"
"X419185",88,"No"
"M85777",19,"No"
"P780569",44,"No"
"Y614522",67,"Yes"
"H134108",62,"No"
"D07038",43,"No"
"Y246812",26,"No"
"F153950",82,"No"
"F866945",41,"Yes"
"Q474525",46,"No"
"W472413",21,"Yes"
"W503853",33,"No"
"S330548",39,"No"
"S229939",62,"Yes"
"T860300",63,"No"
"A504244",80,"Yes"
"Z247975",18,"No"
"O647062",58,"No"
"D821426",54,"No"
"H998951",89,"No"
"S677114",23,"No"
"I647064",22,"Yes"
"U707324",72,"No"
"C501850",81,"No"
"C941787",56,"No"
"A878705",28,"No"
"F232302",36,"No"
"B908324",37,"No"
"I749108",89,"Yes"
"F781849",30,"No"
"U880816",75,"No"
"D379784",46,"Yes"
"N222901",33,"No"
"C355455",83,"No"
"L221272",77,"No"
"Z110883",21,"No"
"W215581",19,"No"
"F639139",84,"Yes"
"Y274817",56,"No"
"B599924",51,"Yes"
"Q156955",53,"No"
"Z93707",50,"Yes"
"J830447",54,"Yes"
"E101547",81,"Yes"
"G591541",26,"Yes"
"R163571",32,"Yes"
"O386511",72,"No"
"U110716",88,"No"
"W82909",70,"Yes"
"X467466",84,"No"
"Y336186",75,"Yes"
"H536623",77,"Yes"
"G192124",65,"No"
"P809833",26,"No"
"F471471",62,"No"
"R121075",20,"Yes"
"C810201",21,"Yes"
"B850916",37,"No"
"I151500",79,"No"
"N556313",29,"No"
"J792483",26,"No"
"G238388",52,"No"
"N712814",23,"Yes"
"I44165",39,"No"
"E527910",32,"Yes"
"T749981",84,"No"
"W18766",29,"Yes"
"T880836",43,"No"
"S472749",85,"Yes"
"D768103",39,"Yes"
"S583760",36,"Yes"
"N884662",56,"Yes"
"D64280",18,"Yes"
"Q490945",77,"Yes"
"U939454",79,"Yes"
"M534902",33,"No"
"Y525221",56,"Yes"
"F144031",88,"No"
"P245137",61,"No"
"Z769036",50,"Yes"
"J383885",57,"No"
"J218288",43,"Yes"
"P974421",67,"No"
"D127586",53,"Yes"
"F905282",86,"Yes"
"Z583218",25,"No"
"R892929",60,"Yes"
"I164804",21,"Yes"
"A458941",77,"No"
"O86238",30,"Yes"
"H682725",51,"Yes"
"W564094",70,"No"
"L145038",58,"Yes"
"N709490",30,"Yes"
"Q100782",84,"No"
"F100864",62,"No"
"L447145",35,"Yes"
"V226473",19,"Yes"
"O821312",48,"Yes"
"K511596",43,"Yes"
"B674121",54,"No"
"N215533",60,"No"
"Y751369",74,"Yes"
"T817900",73,"Yes"
"N517426",27,"No"
"G374414",79,"No"
"W513562",45,"Yes"
"Z826011",83,"Yes"
"H107535",30,"Yes"
"W221502",31,"No"
"H652696",88,"Yes"
"Q597296",70,"No"
"Q903534",77,"No"
"M643197",62,"Yes"
"N11561",89,"No"
"V859534",40,"No"
"Z761158",88,"Yes"
"X592304",19,"No"
"Q404599",88,"Yes"
"C627306",50,"Yes"
"S91616",29,"Yes"
"B340121",63,"No"
"Y50346",29,"No"
"B950331",69,"Yes"
"Q505376",49,"No"
"V927165",40,"Yes"
"J902839",54,"No"
"I729264",33,"No"
"J278669",80,"No"
"I738876",70,"Yes"
"Y61316",34,"No"
"Y537252",43,"Yes"
"R997294",26,"No"
"Z94519",26,"No"
"Y300277",19,"Yes"
"J454052",67,"Yes"
"G779745",45,"No"
"W929433",78,"Yes"
"I74544",35,"No"
"B758777",26,"No"
"W959493",24,"Yes"
"O111039",72,"No"
"S138135",87,"No"
"R911770",75,"Yes"
"V412856",71,"No"
"Z982061",21,"No"
"Z988959",31,"Yes"
"C595028",48,"No"
"F07265",23,"Yes"
"V620517",66,"No"
"L318986",29,"Yes"
"Y678617",39,"No"
"E917228",80,"No"
"M43368",74,"Yes"
"G920737",78,"No"
"R512349",76,"No"
"E990510",18,"Yes"
"U11876",30,"No"
"V417569",58,"No"
"X280758",62,"No"
"J908328",52,"Yes"
"H797612",30,"Yes"
"Q551674",46,"No"
"I01524",71,"No"
"G415738",59,"Yes"
"B617350",56,"No"
"T181607",73,"No"
"V977169",57,"No"
"F897077",77,"Yes"
"R796813",82,"Yes"
"V630546",50,"No"
"A818327",27,"No"
"S212602",36,"No"
"S635582",24,"No"
"T977331",56,"No"
"X499025",83,"No"
"S233298",73,"No"
"G799664",59,"No"
"C523628",39,"No"
"G428791",87,"Yes"
"A899075",23,"Yes"
"R49403",51,"No"
"K622900",77,"No"
"N277250",85,"Yes"
"Y214211",43,"No"
"M453355",53,"Yes"
"K780224",59,"Yes"
"K331212",69,"No"
"N894031",63,"Yes"
"T588904",29,"No"
"I257218",52,"Yes"
"N122384",80,"No"
"M212948",36,"Yes"
"S571014",70,"Yes"
"G932654",42,"No"
"G470750",24,"No"
"T568788",39,"No"
"S44484",55,"No"
"Z891443",69,"Yes"
"L850408",22,"No"
"C363428",85,"No"
"V649705",85,"No"
"C326211",30,"No"
"E558257",78,"No"
"N347475",54,"No"
"R00006",51,"No"
"Q121262",36,"No"
"A627705",22,"Yes"
"F801032",32,"Yes"
"N198289",40,"Yes"
"Q883651",27,"Yes"
"N171571",29,"No"
"S473501",40,"No"
"T288621",24,"Yes"
"L34147",47,"Yes"
"I768093",27,"No"
"S689844",23,"No"
"P625495",26,"Yes"
"H374449",73,"Yes"
"M244216",28,"Yes"
"I273757",57,"No"
"F327575",82,"No"
"T871397",41,"No"
"W469499",32,"Yes"
"B344400",42,"Yes"
"K175104",79,"No"
"J288735",41,"No"
"H329436",26,"No"
"Z772310",43,"No"
"F861254",73,"Yes"
"L218614",23,"No"
"T110013",81,"No"
"O230131",42,"Yes"
"G934557",65,"Yes"
"R294804",68,"No"
"J470984",64,"No"
"N267712",47,"No"
"Z22587",25,"No"
"J951737",65,"No"
"R524267",25,"No"
"X768141",67,"No"
"W367931",32,"No"
"K368362",74,"Yes"
"T288868",65,"No"
"P05841",82,"Yes"
"E237684",48,"No"
"H339301",54,"No"
"M260956",68,"Yes"
"U774556",24,"Yes"
"F146437",37,"No"
"X795579",61,"Yes"
"V385014",33,"Yes"
"O816845",79,"No"
"J700984",39,"Yes"
"K268065",42,"No"
"R293676",58,"Yes"
"I980987",59,"No"
"S483455",48,"No"
"G442682",31,"Yes"
"T449112",57,"No"
"A04378",75,"Yes"
"W653435",58,"No"
"F589782",66,"No"
"R563759",82,"No"
"A652420",36,"No"
"A568845",46,"Yes"
"C894386",68,"Yes"
"C354137",55,"No"
"N720342",47,"No"
"J557174",18,"Yes"
"L823637",84,"No"
"K221973",86,"No"
"U212075",32,"No"
"B163052",24,"Yes"
"Q879197",63,"Yes"
"Y427197",72,"No"
"D446145",20,"No"
"M668942",47,"No"
"A665879",54,"No"
"J716638",80,"Yes"
"R625368",67,"No"
"J725553",72,"Yes"
"K679356",33,"No"
"O933825",19,"Yes"
"X637060",44,"Yes"
"F857256",76,"No"
"F800197",21,"Yes"
"F925724",24,"No"
"A583737",85,"No"
"W477587",53,"No"
"S700932",18,"No"
"N34730",33,"Yes"
"T513724",70,"Yes"
"M382374",18,"No"
"O18218",53,"Yes"
"T432181",83,"Yes"
"A661671",29,"Yes"
"L168190",76,"Yes"
"M526654",86,"No"
"O947108",33,"No"
"I383783",24,"Yes"
"Q299497",28,"Yes"
"F390872",18,"No"
"Q03604",73,"Yes"
"B614129",37,"No"
"L694022",73,"Yes"
"F910877",75,"No"
